rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,time/episodes,train/actor_loss,train/critic_loss,train/ent_coef_loss,train/ent_coef,train/learning_rate,train/n_updates
24.206567699999997,23,11272,25.0,472,480,-14.934744834899902,2.8114829063415527,-1.482415795326233,0.720196545124054,0.00026366508987303583,1271
29.385871620000003,29,11672,27.0,393,490,-19.174299240112305,2.5290732383728027,-1.868386149406433,0.6526484489440918,0.00026366508987303583,1671
42.1957687,41,12382,32.12,298,500,-25.96426010131836,2.6288809776306152,-2.126920223236084,0.552024245262146,0.00026366508987303583,2381
61.84598598,56,13346,39.99,237,510,-35.9289665222168,10.680352210998535,-2.407998561859131,0.44597744941711426,0.00026366508987303583,3345
81.20427893999998,71,14311,47.6,201,520,-45.712852478027344,12.212729454040527,-2.696591854095459,0.3596190810203552,0.00026366508987303583,4310
100.81451826000003,85,15256,55.24,179,530,-55.94339370727539,11.186738967895508,-2.8388524055480957,0.2910497784614563,0.00026366508987303583,5255
122.39757426,100,16282,63.8,162,540,-65.40583801269531,9.255313873291016,-2.744201898574829,0.23299859464168549,0.00026366508987303583,6281
146.60647709,116,17414,73.26,149,550,-75.70364379882812,35.37915802001953,-3.0790491104125977,0.1842803657054901,0.00026366508987303583,7413
172.87517133,136,18727,84.14,137,560,-86.13213348388672,33.39936447143555,-1.5188004970550537,0.14409781992435455,0.00026366508987303583,8726
195.82923724999998,157,20050,92.86,127,570,-99.29471588134766,23.022443771362305,-0.9826493263244629,0.12266933917999268,0.00026366508987303583,10049
218.12077139999997,181,21424,101.52,117,580,-114.76750946044922,27.38424301147461,0.07464002072811127,0.1342434287071228,0.00026366508987303583,11423
239.28267914,204,22697,110.25,110,590,-121.45124053955078,21.301010131835938,-0.09855728596448898,0.13714420795440674,0.00026366508987303583,12696
250.89320557000002,224,23800,114.18,105,600,-133.7272186279297,53.46717071533203,0.9177740812301636,0.13184037804603577,0.00026366508987303583,13799
255.3022464,243,24878,115.32,101,610,-137.46783447265625,45.98554229736328,-0.046004921197891235,0.12879788875579834,0.00026366508987303583,14877
260.31574559999996,263,25964,116.53,98,620,-143.9834442138672,80.85958862304688,-0.23186612129211426,0.11925635486841202,0.00026366508987303583,15963
267.08020754999995,283,27099,118.43,95,630,-147.78277587890625,82.49386596679688,0.3734435737133026,0.11643150448799133,0.00026366508987303583,17098
269.58072147999997,302,28168,118.86,93,640,-152.30401611328125,48.238128662109375,-0.4905916452407837,0.11397063732147217,0.00026366508987303583,18167
271.9008313,323,29360,119.46,90,650,-160.79013061523438,26.990785598754883,-0.5355724096298218,0.11665073037147522,0.00026366508987303583,19359
273.29751104,345,30649,119.22,88,660,-161.08067321777344,69.62857055664062,-0.575736939907074,0.11660420894622803,0.00026366508987303583,20648
272.66905911000003,366,31820,117.7,86,670,-158.93215942382812,50.523040771484375,0.4373241066932678,0.11249852925539017,0.00026366508987303583,21819
270.97534153,388,33046,116.22,85,680,-166.69027709960938,27.964824676513672,-0.3910071551799774,0.10686475038528442,0.00026366508987303583,23045
266.23046112,406,34094,113.97,83,690,-160.981201171875,104.80323791503906,0.22582733631134033,0.10556576400995255,0.00026366508987303583,24093
262.40910287,424,35082,112.82,82,700,-162.2024383544922,31.170520782470703,0.06296685338020325,0.10571060329675674,0.00026366508987303583,25081
264.96840238,444,36254,113.76,81,710,-168.29681396484375,18.12020492553711,0.11386317014694214,0.10637335479259491,0.00026366508987303583,26253
269.78029891,468,37560,115.96,80,720,-162.21414184570312,18.8437557220459,-0.43828529119491577,0.10954298824071884,0.00026366508987303583,27559
271.77626196,490,38812,117.13,79,730,-154.277587890625,14.92243766784668,0.2305362969636917,0.11407393217086792,0.00026366508987303583,28811
275.68846205,511,40031,118.63,78,740,-161.31192016601562,16.523157119750977,-1.0886497497558594,0.11465264111757278,0.00026366508987303583,30030
276.78645176,533,41286,119.26,77,750,-155.11936950683594,30.787010192871094,-0.11032094061374664,0.10863787680864334,0.00026366508987303583,31285
275.56798128,555,42543,118.94,76,760,-161.58642578125,21.990272521972656,0.1854420006275177,0.09769183397293091,0.00026366508987303583,32542
276.03534131,577,43784,119.64,75,770,-148.79364013671875,20.28192138671875,-1.0274326801300049,0.0925561860203743,0.00026366508987303583,33783
276.47030191,600,45030,119.84,75,780,-150.6466064453125,20.240537643432617,0.7387350797653198,0.08198575675487518,0.00026366508987303583,35029
271.3296788,616,45967,118.73,74,790,-150.64505004882812,24.985572814941406,-0.05832028388977051,0.07564287632703781,0.00026366508987303583,35966
250.96944733,624,46437,113.55,74,800,-148.0703125,56.20817565917969,0.5894620418548584,0.08503878861665726,0.00026366508987303583,36436
234.73039586,638,47273,110.19,73,810,-145.6437225341797,29.326797485351562,-0.1688477247953415,0.07830816507339478,0.00026366508987303583,37272
235.33620493000006,666,48893,113.33,73,820,-145.30491638183594,8.76457691192627,-0.16672742366790771,0.07481631636619568,0.00026366508987303583,38892
