rollout/ep_len_mean,rollout/ep_rew_mean,train/actor_loss,time/fps,train/ent_coef,time/total_timesteps,train/critic_loss,train/learning_rate,train/ent_coef_loss,time/episodes,time/time_elapsed,train/n_updates
124.18,307.98021604999997,-118.80443572998047,42,0.06307641416788101,30484,56.44159698486328,0.0005074741,0.7360279560089111,300,719,30383
125.48,311.69835264,-126.1432113647461,42,0.06260988861322403,31875,2.4386048316955566,0.0004973197999999999,0.6546626687049866,310,752,31774
126.16,312.98990728999996,-118.14827728271484,42,0.05701438710093498,33188,2.773646354675293,0.00048773489999999996,-0.5820943713188171,320,782,33087
126.93,315.3379867,-126.1930923461914,42,0.05080116540193558,34458,2.976741313934326,0.00047846389999999997,0.09393425285816193,330,814,34357
127.05,317.3048892,-126.66545104980469,42,0.05374849960207939,35703,1.966636061668396,0.0004693754,0.42009979486465454,340,845,35602
127.83,321.21558378,-125.13882446289062,42,0.05840225890278816,36942,2.4292430877685547,0.0004603307,-0.17590993642807007,350,875,36841
128.4,324.09685365,-124.78030395507812,42,0.05563967674970627,38179,2.1867642402648926,0.00045130059999999995,-0.8391228914260864,360,903,38078
128.03,323.60898343,-124.85920715332031,42,0.05296504124999046,39348,1.981248378753662,0.00044276689999999996,0.25207626819610596,370,929,39247
128.39,324.67564351,-125.87830352783203,42,0.05163896083831787,40623,2.046593189239502,0.00043345939999999994,0.19223347306251526,380,957,40522
134.94,334.64929809,-127.81829071044922,42,0.06572803109884262,42577,3.8395142555236816,0.00041919519999999993,0.7813938856124878,390,1000,42476
137.77,331.65592454,-123.84553527832031,42,0.05784118175506592,44261,2.7115721702575684,0.000406902,0.5103704333305359,400,1041,44160
134.89,321.79535599,-129.33663940429688,42,0.06297648698091507,45364,2.39363431930542,0.0003988501,-0.5361092686653137,410,1069,45263
133.07,314.87440976,-129.79103088378906,42,0.05853209272027016,46495,1.8955812454223633,0.00039059379999999995,0.11733995378017426,420,1097,46394
133.21,311.82469081000005,-129.1265869140625,42,0.04958103969693184,47779,1.6042699813842773,0.0003812206,-0.04681353271007538,430,1127,47678
132.92,308.48996479,-124.71368408203125,42,0.047784339636564255,48995,2.1327157020568848,0.00037234379999999997,0.12177079170942307,440,1155,48894
134.39,310.86003127999993,-125.58575439453125,42,0.047571975737810135,50381,2.8400282859802246,0.00036222599999999994,0.4971751272678375,450,1187,50280
135.43,312.7053279,-123.06832885742188,42,0.04842941090464592,51722,3.6416115760803223,0.00035243670000000005,0.9116249084472656,460,1216,51621
137.6,318.30881015,-127.11907958984375,42,0.04673626646399498,53108,2.0778841972351074,0.00034231889999999997,-0.40465983748435974,470,1247,53007
138.81,321.73600261999997,-123.5621566772461,42,0.04937383905053139,54504,1.9357185363769531,0.0003321281,0.6885661482810974,480,1280,54403
132.8,313.3834864,-126.36563110351562,42,0.051210738718509674,55857,1.9564039707183838,0.00032225120000000003,-0.03810591250658035,490,1314,55756
130.6,319.9595092200001,-124.31392669677734,42,0.05250445753335953,57321,2.305384635925293,0.00031156399999999996,0.6483743190765381,500,1350,57220
136.34,336.5210122000001,-134.56068420410156,42,0.05133203789591789,58998,2.063026189804077,0.0002993219,-0.21639388799667358,510,1388,58897
141.9,354.46818284,-125.81427001953125,42,0.05072654038667679,60685,2.7342963218688965,0.00028700679999999997,-0.1261143535375595,520,1426,60584
144.59,365.91814071,-129.5050506591797,42,0.04816601425409317,62238,4.65708065032959,0.0002756699,0.6115193367004395,530,1461,62137
149.15,381.70806738,-131.79391479492188,42,0.05073730647563934,63910,2.922513484954834,0.0002634643,0.9169379472732544,540,1499,63809
152.23,392.93808798,-131.02365112304688,42,0.049407195299863815,65604,2.4151523113250732,0.0002510981,0.16316768527030945,550,1542,65503
155.61,404.88448208999995,-139.36795043945312,42,0.050334278494119644,67283,2.9572839736938477,0.0002388414,-0.24227403104305267,560,1583,67182
160.46,418.02224774,-137.94248962402344,42,0.05172319710254669,69154,2.4535412788391113,0.0002251831,0.8658390641212463,570,1626,69053
163.49,428.67996015000006,-133.78863525390625,42,0.05146900936961174,70853,2.561275005340576,0.00021278039999999995,0.4933621287345886,580,1664,70752
167.92,442.13482587,-133.76490783691406,42,0.050281789153814316,72649,2.0400824546813965,0.0001996696,0.10283397138118744,590,1703,72548
173.57,459.32600815999996,-139.1412353515625,42,0.050898369401693344,74678,2.389418601989746,0.00018485789999999995,-0.1578790545463562,600,1750,74577
186.66,497.91265339000006,-145.3673095703125,42,0.05129111558198929,77664,2.427412509918213,0.00016306009999999995,0.1695578396320343,610,1824,77563
190.29,509.16443496999983,-143.2692108154297,42,0.0512821190059185,79714,1.985619306564331,0.00014809509999999998,-0.33369386196136475,620,1872,79613
196.69,526.02016324,-145.0457000732422,42,0.05141574516892433,81907,2.3258824348449707,0.0001320862,-0.10494530200958252,630,1921,81806
202.54,541.07845087,-143.79022216796875,42,0.05165785178542137,84164,2.6339216232299805,0.0001156101,-0.7226645350456238,640,1970,84063
208.57,556.8843489299999,-145.55825805664062,42,0.05126546695828438,86461,1.90985107421875,9.884199999999997e-05,-0.28658100962638855,650,2027,86360
220.56,586.8698283800001,-148.76007080078125,42,0.05065925419330597,89339,2.176143169403076,7.783260000000002e-05,-0.5376222133636475,660,2098,89238
233.86,623.27974367,-144.26797485351562,42,0.050410009920597076,92540,1.951677680015564,5.446529999999996e-05,0.4362192749977112,670,2174,92439
247.68,659.2211126999999,-145.66885375976562,42,0.04884400591254234,95621,2.399463415145874,3.197399999999996e-05,-0.03950369358062744,680,2245,95520
262.25,695.4185482700002,-149.46282958984375,42,0.047742750495672226,98874,3.0926973819732666,8.227100000000001e-06,-0.23457494378089905,690,2323,98773
