,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_rate,params_learning_starts,params_log_std_init,params_net_arch,params_tau,params_train_freq,state
23,23,22.2614276,2023-05-18 14:25:58.756994,2023-05-18 14:26:01.414475,0 days 00:00:02.657481,512,1000000,0.995,0.0035864949376657536,1000,0.640780050990456,big,0.05,32,PRUNED
24,24,26.6786338,2023-05-18 14:26:01.421626,2023-05-18 14:26:04.437806,0 days 00:00:03.016180,512,100000,0.99,9.72551783853308e-05,1000,0.38358042773923284,big,0.005,32,PRUNED
25,25,51.2271746,2023-05-18 14:26:04.441703,2023-05-18 14:30:21.888674,0 days 00:04:17.446971,2048,100000,0.99,0.0001078014894188456,0,0.07942728545995575,big,0.05,32,PRUNED
26,26,149.66287699999998,2023-05-18 14:26:12.340043,2023-05-18 14:26:17.519519,0 days 00:00:05.179476,128,10000,0.999,0.003870560851428339,1000,-1.292313867060465,big,0.005,16,COMPLETE
27,27,128.08137639999998,2023-05-18 14:26:17.528033,2023-05-18 14:26:22.545208,0 days 00:00:05.017175,32,100000,0.9999,0.00011689310796430149,1000,0.2623724906988843,big,0.02,32,COMPLETE
28,28,161.4258606,2023-05-18 14:26:22.561244,2023-05-18 14:26:28.513369,0 days 00:00:05.952125,32,100000,0.9,1.759373329161137e-05,1000,0.5539710691626498,big,0.02,32,COMPLETE
29,29,320.3733742,2023-05-18 14:26:24.396192,2023-05-18 14:26:41.396896,0 days 00:00:17.000704,32,100000,0.9999,0.00010689975192513947,1000,0.9117244593943219,medium,0.001,32,COMPLETE
30,30,4.7845508,2023-05-18 14:26:28.521715,2023-05-18 14:26:31.551991,0 days 00:00:03.030276,128,10000,0.999,0.0006880843743485228,1000,-0.2996159611787941,small,0.005,16,PRUNED
31,31,15.830203800000001,2023-05-18 14:26:31.563883,2023-05-18 14:26:33.794395,0 days 00:00:02.230512,64,100000,0.9,1.4271170957540197e-05,10000,0.008405761903369058,big,0.02,64,PRUNED
32,32,33.96882599999999,2023-05-18 14:26:33.798779,2023-05-18 14:26:37.295030,0 days 00:00:03.496251,32,100000,0.9,4.611780718051057e-05,1000,0.8190747307395287,big,0.02,8,PRUNED
33,33,16.847261600000003,2023-05-18 14:26:37.296133,2023-05-18 14:26:39.792898,0 days 00:00:02.496765,16,100000,0.9,2.1488597742640874e-05,1000,0.4731867868700871,big,0.02,32,PRUNED
34,34,97.655548,2023-05-18 14:26:39.796943,2023-05-18 14:26:45.138043,0 days 00:00:05.341100,32,100000,0.999,1.608757504850469e-05,1000,0.5646762350562646,big,0.005,128,COMPLETE
35,35,11.7411756,2023-05-18 14:26:41.416404,2023-05-18 14:26:43.915866,0 days 00:00:02.499462,16,100000,0.9999,0.0002709419063350825,1000,0.9290114699254612,medium,0.001,256,PRUNED
36,36,9.0932806,2023-05-18 14:26:43.919599,2023-05-18 14:26:46.869233,0 days 00:00:02.949634,128,100000,0.9999,1.9711762085089233e-05,1000,0.7360182585012371,small,0.001,32,PRUNED
37,37,34.2511788,2023-05-18 14:26:43.974598,2023-05-18 14:26:47.064081,0 days 00:00:03.089483,32,100000,0.99,9.516311963535887e-05,1000,0.8687237992604148,medium,0.001,1,PRUNED
38,38,21.190181,2023-05-18 14:26:45.146153,2023-05-18 14:26:48.132123,0 days 00:00:02.985970,32,100000,0.9999,7.71940635712164e-05,1000,0.8828259444117554,medium,0.05,32,PRUNED
39,39,71.5213758,2023-05-18 14:26:46.872274,2023-05-18 14:26:51.529555,0 days 00:00:04.657281,32,100000,0.9999,0.00011887459816727724,1000,0.5971967188072309,medium,0.05,32,COMPLETE
40,40,21.3181966,2023-05-18 14:26:47.065495,2023-05-18 14:26:50.738968,0 days 00:00:03.673473,32,100000,0.9999,6.223856348105951e-05,10000,0.9440894784845224,medium,0.001,32,PRUNED
41,41,20.2466722,2023-05-18 14:26:48.136544,2023-05-18 14:26:50.419988,0 days 00:00:02.283444,32,100000,0.9999,0.005713903972810474,1000,-0.7727511991822353,medium,0.001,64,PRUNED
42,42,163.34098260000002,2023-05-18 14:26:50.447509,2023-05-18 14:26:55.953487,0 days 00:00:05.505978,128,10000,0.999,0.004936137469613484,1000,-1.640841970207428,big,0.005,16,COMPLETE
43,43,43.399415,2023-05-18 14:26:50.746767,2023-05-18 14:28:13.623736,0 days 00:01:22.876969,32,100000,0.98,1.4959815301894216e-05,0,0.6298842168631809,medium,0.02,32,PRUNED
44,44,144.694614,2023-05-18 14:26:51.532622,2023-05-18 14:26:57.381808,0 days 00:00:05.849186,64,100000,0.99,1.3171427162266443e-05,20000,0.7895103394742354,big,0.05,32,COMPLETE
45,45,169.3741836,2023-05-18 14:26:55.955225,2023-05-18 14:27:04.644158,0 days 00:00:08.688933,32,100000,0.9,0.00016871497124881478,1000,0.19647148424995164,big,0.001,32,COMPLETE
46,46,25.2155138,2023-05-18 14:26:57.390420,2023-05-18 14:27:00.649426,0 days 00:00:03.259006,32,10000,0.999,2.2082160277895163e-05,1000,0.7419879343720124,big,0.02,32,PRUNED
47,47,20.6572062,2023-05-18 14:27:00.652055,2023-05-18 14:27:03.716675,0 days 00:00:03.064620,512,100000,0.9,5.2176823827589e-05,20000,0.5116449767147607,medium,0.02,32,PRUNED
48,48,32.5975026,2023-05-18 14:27:03.718874,2023-05-18 14:29:19.064447,0 days 00:02:15.345573,512,10000,0.999,0.021530957412094643,0,-1.2734326787826113,big,0.005,16,PRUNED
49,49,14.282304400000001,2023-05-18 14:27:04.645819,2023-05-18 14:27:06.889597,0 days 00:00:02.243778,32,100000,0.9,3.690154630156206e-05,20000,-0.5134852565372539,big,0.001,32,PRUNED
50,50,24.062418,2023-05-18 14:27:06.890755,2023-05-18 14:27:09.763997,0 days 00:00:02.873242,32,100000,0.9,4.036308681449075e-05,1000,0.13568973794141453,big,0.005,32,PRUNED
51,51,19.8513314,2023-05-18 14:27:07.292944,2023-05-18 14:27:10.044680,0 days 00:00:02.751736,128,100000,0.99,0.00046021369357638074,1000,0.5186617330280778,medium,0.02,32,PRUNED
52,52,31.1258678,2023-05-18 14:27:09.766845,2023-05-18 14:27:14.735839,0 days 00:00:04.968994,128,10000,0.9,2.3483517958800903e-05,1000,0.08334370417187219,big,0.001,32,PRUNED
53,53,90.2411334,2023-05-18 14:27:10.057886,2023-05-18 14:27:15.676306,0 days 00:00:05.618420,512,100000,0.9,2.3466620235827598e-05,1000,0.7658243083612537,big,0.001,16,COMPLETE
54,54,44.126435,2023-05-18 14:27:14.737868,2023-05-18 14:27:19.780434,0 days 00:00:05.042566,1024,100000,0.9,0.0011194349666291804,1000,-0.4556473074510775,big,0.001,8,PRUNED
55,55,10.3915966,2023-05-18 14:27:15.678643,2023-05-18 14:27:17.867275,0 days 00:00:02.188632,32,100000,0.98,0.00018257177808515563,1000,-0.22654820742774,small,0.001,32,PRUNED
56,56,35.22708179999999,2023-05-18 14:27:17.872438,2023-05-18 14:27:20.888457,0 days 00:00:03.016019,2048,100000,0.99,0.00040830798052159654,1000,-0.26176600189422805,big,0.05,8,PRUNED
57,57,53.8534754,2023-05-18 14:27:19.781858,2023-05-18 14:27:23.474750,0 days 00:00:03.692892,32,1000000,0.9,1.309607803859926e-05,1000,0.9551658848178386,big,0.001,32,PRUNED
58,58,24.700984999999996,2023-05-18 14:27:20.892325,2023-05-18 14:27:24.366570,0 days 00:00:03.474245,128,10000,0.9999,0.02581526804361119,1000,-0.9205554063268819,big,0.005,16,PRUNED
59,59,16.8297402,2023-05-18 14:27:23.480424,2023-05-18 14:27:26.560355,0 days 00:00:03.079931,128,10000,0.999,0.001191823243251273,1000,-1.9548962037267192,big,0.05,32,PRUNED
60,60,33.792232999999996,2023-05-18 14:27:24.367489,2023-05-18 14:27:27.699948,0 days 00:00:03.332459,512,10000,0.999,0.011338763892668746,1000,-1.669295464716153,big,0.005,16,PRUNED
61,61,14.456724600000001,2023-05-18 14:27:26.565766,2023-05-18 14:27:29.234423,0 days 00:00:02.668657,128,10000,0.95,0.002769267152707761,1000,-1.7180475403170845,big,0.005,8,PRUNED
62,62,47.4005914,2023-05-18 14:27:27.703639,2023-05-18 14:29:00.169393,0 days 00:01:32.465754,128,10000,0.999,0.0007313477403527361,0,-1.0389090901310514,big,0.005,16,PRUNED
63,63,36.1556476,2023-05-18 14:27:29.237077,2023-05-18 14:27:31.652850,0 days 00:00:02.415773,128,10000,0.999,0.00026801250434764165,1000,-0.5329718100824828,big,0.005,512,PRUNED
64,64,28.216621799999995,2023-05-18 14:27:31.655838,2023-05-18 14:27:35.211188,0 days 00:00:03.555350,128,10000,0.999,0.030176268246221667,1000,-2.0649305009084493,big,0.08,16,PRUNED
65,65,54.48615259999999,2023-05-18 14:27:31.980405,2023-05-18 14:29:17.003746,0 days 00:01:45.023341,256,100000,0.9,5.6025481837564964e-05,0,-0.1157912416009248,big,0.02,32,PRUNED
66,66,41.6557652,2023-05-18 14:27:35.223599,2023-05-18 14:28:58.501210,0 days 00:01:23.277611,256,100000,0.995,0.00013713268313779429,0,-0.5466342552537372,big,0.02,128,PRUNED
67,67,41.656437600000004,2023-05-18 14:27:46.380570,2023-05-18 14:29:20.938540,0 days 00:01:34.557970,256,100000,0.9,8.55867327490497e-05,0,-0.4928021568158468,big,0.08,64,PRUNED
68,68,38.8325782,2023-05-18 14:27:47.604625,2023-05-18 14:27:51.479373,0 days 00:00:03.874748,128,10000,0.999,0.02263029431915438,10000,-2.089857923403925,big,0.005,16,PRUNED
69,69,9.5143952,2023-05-18 14:27:51.490639,2023-05-18 14:27:53.550634,0 days 00:00:02.059995,128,10000,0.9,0.0024228849232948504,20000,-1.6066237611336942,big,0.005,16,PRUNED
70,70,174.309421,2023-05-18 14:27:53.552121,2023-05-18 14:29:44.621272,0 days 00:01:51.069151,256,100000,0.95,0.0009168089498423392,0,0.31902966675803823,big,0.02,64,COMPLETE
71,71,66.9273824,2023-05-18 14:28:13.625124,2023-05-18 14:30:02.156412,0 days 00:01:48.531288,256,100000,0.9,0.001101070770769096,0,-0.9216385791245261,big,0.02,1,PRUNED
72,72,44.2381592,2023-05-18 14:28:58.507618,2023-05-18 14:29:01.489606,0 days 00:00:02.981988,32,100000,0.9,6.865621064735939e-05,1000,-0.1085134643674921,small,0.02,32,PRUNED
73,73,85.6840044,2023-05-18 14:29:00.189078,2023-05-18 14:29:04.603559,0 days 00:00:04.414481,1024,100000,0.9999,0.00041727854290579995,1000,0.062344101381147876,medium,0.001,32,PRUNED
74,74,72.3993472,2023-05-18 14:29:01.502669,2023-05-18 14:30:38.780554,0 days 00:01:37.277885,256,100000,0.99,0.00022139495311000927,0,-0.721015285278767,big,0.02,64,PRUNED
75,75,210.56504240000004,2023-05-18 14:29:04.616897,2023-05-18 14:30:58.717027,0 days 00:01:54.100130,256,100000,0.9,0.0004740642846135008,0,-1.6498347553250952,big,0.02,64,COMPLETE
76,76,89.3669314,2023-05-18 14:29:17.009117,2023-05-18 14:30:55.722884,0 days 00:01:38.713767,256,100000,0.95,0.0009442240206694971,0,-0.06441881930976881,big,0.02,64,PRUNED
77,77,71.8453268,2023-05-18 14:29:19.069946,2023-05-18 14:30:59.289383,0 days 00:01:40.219437,256,100000,0.9999,0.0006117047980579557,0,-0.8052717284107378,big,0.02,64,PRUNED
78,78,139.704223,2023-05-18 14:29:20.943768,2023-05-18 14:31:12.377411,0 days 00:01:51.433643,256,100000,0.9,0.00047874838426067485,0,0.7322091918497551,big,0.02,64,COMPLETE
79,79,17.232735400000003,2023-05-18 14:29:44.628528,2023-05-18 14:29:47.081990,0 days 00:00:02.453462,128,1000000,0.999,0.007450077428843466,1000,-1.4015394229834788,big,0.005,16,PRUNED
80,80,137.25325800000002,2023-05-18 14:29:47.087056,2023-05-18 14:30:51.494443,0 days 00:01:04.407387,256,100000,0.95,0.0014938071514187157,0,0.003432715364789285,small,0.02,64,COMPLETE
81,81,151.5463636,2023-05-18 14:30:02.162401,2023-05-18 14:30:06.416895,0 days 00:00:04.254494,512,100000,0.99,0.00045147020015776757,1000,0.8597367818617179,big,0.05,32,COMPLETE
82,82,57.41868039999999,2023-05-18 14:30:06.418727,2023-05-18 14:31:42.434968,0 days 00:01:36.016241,256,100000,0.95,0.0026937926463719833,0,0.8078202919265081,big,0.005,64,PRUNED
83,83,87.3429468,2023-05-18 14:30:21.905945,2023-05-18 14:32:02.126294,0 days 00:01:40.220349,256,100000,0.999,0.0022205650726842855,0,0.6183408128784083,big,0.02,64,PRUNED
84,84,29.946831000000003,2023-05-18 14:30:38.784482,2023-05-18 14:30:41.726116,0 days 00:00:02.941634,512,100000,0.99,4.572425714799906e-05,1000,0.35977784851935296,big,0.05,16,PRUNED
85,85,14.7748764,2023-05-18 14:30:41.730027,2023-05-18 14:30:43.881408,0 days 00:00:02.151381,64,100000,0.999,0.00021897269304315138,1000,0.041209807214800165,big,0.001,32,PRUNED
86,86,35.337206800000004,2023-05-18 14:30:43.883906,2023-05-18 14:30:47.751652,0 days 00:00:03.867746,256,100000,0.99,0.00021505695019809245,1000,0.6800580446249819,big,0.05,32,PRUNED
87,87,22.9927268,2023-05-18 14:30:47.757119,2023-05-18 14:30:50.175070,0 days 00:00:02.417951,32,100000,0.9,4.085051630978264e-05,1000,0.9055447065670592,big,0.001,1,PRUNED
88,88,61.61393880000001,2023-05-18 14:30:50.177359,2023-05-18 14:32:31.513692,0 days 00:01:41.336333,256,1000000,0.9,0.0037582752461434144,0,-0.5241620851874748,big,0.02,64,PRUNED
89,89,40.029008600000004,2023-05-18 14:30:51.502387,2023-05-18 14:30:54.572452,0 days 00:00:03.070065,512,100000,0.99,0.0005917038952137892,10000,-0.5686588852610898,big,0.05,32,PRUNED
90,90,121.05656399999998,2023-05-18 14:30:54.575008,2023-05-18 14:32:39.250922,0 days 00:01:44.675914,256,1000000,0.9,0.000494051439227276,0,0.9960930372699486,big,0.02,64,PRUNED
91,91,18.534944,2023-05-18 14:30:55.724805,2023-05-18 14:30:58.105840,0 days 00:00:02.381035,512,100000,0.99,0.0007274364160179131,1000,-0.107336387946459,big,0.01,64,PRUNED
92,92,21.976263,2023-05-18 14:30:58.111145,2023-05-18 14:31:00.682938,0 days 00:00:02.571793,32,100000,0.9999,3.5054061448864484e-05,1000,0.9934135239401757,medium,0.001,8,PRUNED
93,93,86.47418,2023-05-18 14:30:58.719301,2023-05-18 14:33:39.897446,0 days 00:02:41.178145,1024,100000,0.9,0.0018232192124767806,0,0.9664175100024086,big,0.02,64,PRUNED
94,94,106.84848,2023-05-18 14:30:59.291007,2023-05-18 14:34:50.678116,0 days 00:03:51.387109,2048,100000,0.9,0.0005345223551963273,0,-1.6859448209882368,big,0.05,64,PRUNED
95,95,56.9340988,2023-05-18 14:31:00.687811,2023-05-18 14:32:41.803692,0 days 00:01:41.115881,256,100000,0.9,9.740538039086645e-05,0,-1.0466488816002033,medium,0.02,64,PRUNED
96,96,61.1473126,2023-05-18 14:31:12.380321,2023-05-18 14:32:08.421275,0 days 00:00:56.040954,256,100000,0.9,0.00037869699828926726,0,-3.492724891532196,big,0.02,256,PRUNED
97,97,16.326096200000002,2023-05-18 14:31:42.436862,2023-05-18 14:31:44.667727,0 days 00:00:02.230865,256,100000,0.9,0.00011643772867084444,20000,-1.7470414412286643,big,0.02,64,PRUNED
98,98,54.8433064,2023-05-18 14:31:44.669778,2023-05-18 14:31:47.443595,0 days 00:00:02.773817,512,100000,0.95,4.425703413665529e-05,1000,0.597704919433679,big,0.05,32,PRUNED
99,99,13.299680799999999,2023-05-18 14:31:47.447833,2023-05-18 14:31:50.517467,0 days 00:00:03.069634,32,1000000,0.9999,0.0005514599594192731,1000,0.07578086613861168,medium,0.001,32,PRUNED
100,100,140.4275902,2023-05-18 14:31:50.526521,2023-05-18 14:36:01.652903,0 days 00:04:11.126382,2048,100000,0.95,0.0011941386091472727,0,0.27705858355657786,big,0.02,4,PRUNED
101,101,14.969495599999998,2023-05-18 14:32:02.127946,2023-05-18 14:32:03.826721,0 days 00:00:01.698775,512,100000,0.99,0.00022890508112019875,1000,0.9629909791362312,big,0.05,32,PRUNED
102,102,157.5717348,2023-05-18 14:32:03.832097,2023-05-18 14:32:11.827661,0 days 00:00:07.995564,32,10000,0.9,0.0006528242069611158,1000,0.0634095125382857,big,0.01,32,COMPLETE
103,103,28.5912928,2023-05-18 14:32:08.426014,2023-05-18 14:32:11.543257,0 days 00:00:03.117243,512,100000,0.9999,0.00019990988586679242,20000,0.8790133693167589,big,0.001,32,PRUNED
104,104,29.886608799999998,2023-05-18 14:32:11.546453,2023-05-18 14:32:14.619585,0 days 00:00:03.073132,32,100000,0.9,0.00019451520918617742,1000,-0.9636465453119453,big,0.001,32,PRUNED
105,105,42.386199,2023-05-18 14:32:11.833106,2023-05-18 14:32:16.241993,0 days 00:00:04.408887,32,100000,0.99,3.762088264651936e-05,1000,0.3549857974930658,big,0.02,32,PRUNED
106,106,30.143362200000002,2023-05-18 14:32:14.633154,2023-05-18 14:32:19.183298,0 days 00:00:04.550144,32,10000,0.9999,0.0003862786824840774,1000,-0.05679534275551802,big,0.08,32,PRUNED
107,107,21.063201199999998,2023-05-18 14:32:16.246002,2023-05-18 14:32:19.934983,0 days 00:00:03.688981,32,10000,0.9,0.00018679270614326452,1000,-0.45926768170219906,big,0.01,32,PRUNED
108,108,26.209774,2023-05-18 14:32:19.185497,2023-05-18 14:32:23.344939,0 days 00:00:04.159442,32,10000,0.9,0.00033866389119413683,1000,-1.718975887404482,big,0.01,32,PRUNED
109,109,18.043686799999996,2023-05-18 14:32:19.938668,2023-05-18 14:32:22.205573,0 days 00:00:02.266905,32,10000,0.999,0.0008598876693808827,1000,-0.5732010430677401,big,0.005,16,PRUNED
110,110,43.2826906,2023-05-18 14:32:22.206746,2023-05-18 14:32:25.542593,0 days 00:00:03.335847,2048,100000,0.9,5.1353118062596626e-05,1000,0.804087878184624,big,0.02,512,PRUNED
111,111,121.54698719999999,2023-05-18 14:32:23.348721,2023-05-18 14:32:28.852548,0 days 00:00:05.503827,128,10000,0.999,0.0015977474752071272,1000,-2.1492949472087504,big,0.005,256,PRUNED
112,112,92.10642039999999,2023-05-18 14:32:25.544388,2023-05-18 14:32:29.652549,0 days 00:00:04.108161,32,100000,0.9,0.00016398457532532785,10000,0.33635940820219956,big,0.02,32,PRUNED
113,113,14.2284074,2023-05-18 14:32:28.856349,2023-05-18 14:32:31.893739,0 days 00:00:03.037390,256,10000,0.999,0.003120046523535967,1000,-0.7852129441621729,big,0.05,16,PRUNED
114,114,16.636348399999996,2023-05-18 14:32:29.660132,2023-05-18 14:32:32.377937,0 days 00:00:02.717805,64,10000,0.999,0.0019062350239296916,1000,-2.052540182162001,big,0.05,16,PRUNED
115,115,89.0565516,2023-05-18 14:32:31.515647,2023-05-18 14:32:36.642734,0 days 00:00:05.127087,32,10000,0.9999,7.715597143548281e-05,1000,0.3785447084875976,medium,0.001,4,PRUNED
116,116,18.8728882,2023-05-18 14:32:31.896007,2023-05-18 14:32:35.041538,0 days 00:00:03.145531,128,10000,0.999,0.0005359392123499623,1000,-1.809344788751465,big,0.005,16,PRUNED
117,117,46.3616948,2023-05-18 14:32:32.379242,2023-05-18 14:32:36.408581,0 days 00:00:04.029339,32,100000,0.999,6.732918504294516e-05,1000,0.7083775671442828,medium,0.001,32,PRUNED
118,118,59.776258399999996,2023-05-18 14:32:35.050945,2023-05-18 14:32:39.828589,0 days 00:00:04.777644,64,100000,0.99,0.0001790238571692045,20000,0.22324951737119458,big,0.05,1,PRUNED
119,119,11.8010406,2023-05-18 14:32:36.428239,2023-05-18 14:32:39.195397,0 days 00:00:02.767158,64,100000,0.99,2.2280998638610208e-05,20000,-0.9527361294997009,big,0.05,32,PRUNED
120,120,266.8197596,2023-05-18 14:32:36.645131,2023-05-18 14:32:50.159793,0 days 00:00:13.514662,2048,100000,0.9999,2.1526064291117037e-05,1000,0.27001474464675257,medium,0.001,32,COMPLETE
121,121,24.098086600000002,2023-05-18 14:32:39.202612,2023-05-18 14:32:42.456607,0 days 00:00:03.253995,64,100000,0.99,2.6945936496511792e-05,20000,0.9852378086588197,big,0.05,32,PRUNED
122,122,45.8399724,2023-05-18 14:32:39.256874,2023-05-18 14:33:31.810594,0 days 00:00:52.553720,128,100000,0.9,0.00032258597305751923,0,-1.454251826758502,small,0.02,64,PRUNED
123,123,35.471534,2023-05-18 14:32:39.832063,2023-05-18 14:32:44.875255,0 days 00:00:05.043192,64,1000000,0.9,1.7831560918930037e-05,20000,0.6026596801861739,big,0.05,32,PRUNED
124,124,41.8438898,2023-05-18 14:32:41.805382,2023-05-18 14:32:45.687930,0 days 00:00:03.882548,64,100000,0.95,0.00034913165045916464,20000,0.42314526579474154,big,0.05,32,PRUNED
125,125,201.27184259999996,2023-05-18 14:32:42.457756,2023-05-18 14:32:50.560023,0 days 00:00:08.102267,1024,100000,0.98,0.00022934370299030439,1000,0.10225378558081222,big,0.05,32,COMPLETE
126,126,72.74565,2023-05-18 14:32:44.903927,2023-05-18 14:33:50.486782,0 days 00:01:05.582855,16,100000,0.9,0.002528707179918727,0,-1.6312221552349935,big,0.02,64,PRUNED
127,127,74.7195404,2023-05-18 14:32:45.689864,2023-05-18 14:33:50.755808,0 days 00:01:05.065944,16,100000,0.9,0.0012240369547453977,0,-2.7563518002319247,big,0.02,64,PRUNED
128,128,116.40361979999997,2023-05-18 14:32:50.199965,2023-05-18 14:32:54.853292,0 days 00:00:04.653327,16,100000,0.98,2.1545361050860495e-05,20000,0.4683484382606512,big,0.05,32,PRUNED
129,129,40.36262860000001,2023-05-18 14:32:50.561041,2023-05-18 14:32:53.242466,0 days 00:00:02.681425,32,100000,0.995,8.267622650776517e-05,1000,-0.18739965723792906,big,0.01,32,PRUNED
130,130,23.691156999999997,2023-05-18 14:32:53.243487,2023-05-18 14:32:55.387935,0 days 00:00:02.144448,2048,100000,0.98,2.1679059752517892e-05,1000,0.4018820812730149,medium,0.001,32,PRUNED
131,131,19.635299200000002,2023-05-18 14:32:54.857805,2023-05-18 14:32:57.463379,0 days 00:00:02.605574,128,100000,0.98,0.0027231205968942847,1000,-0.5576491436757531,big,0.05,32,PRUNED
132,132,29.030663599999997,2023-05-18 14:32:55.389641,2023-05-18 14:32:58.029617,0 days 00:00:02.639976,1024,100000,0.98,0.00012578305072024205,1000,-0.09861161145372202,big,0.08,32,PRUNED
133,133,225.12152700000001,2023-05-18 14:32:57.464992,2023-05-18 14:33:04.470806,0 days 00:00:07.005814,1024,1000000,0.98,6.745576210474956e-05,1000,-0.839093126620031,big,0.05,32,COMPLETE
134,134,41.4250006,2023-05-18 14:32:58.040084,2023-05-18 14:33:00.038631,0 days 00:00:01.998547,1024,100000,0.9,1.987690932908035e-05,1000,0.5208528417908578,big,0.01,32,PRUNED
