time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/critic_loss,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/actor_loss,train/n_updates
1138,67900,93.4,59,202.98075112000004,1440,9.432462692260742,0.00021544346900318823,0.5502585768699646,-2.2781710624694824,-37.1875114440918,2894
1130,68520,93.3,60,202.91446376,1450,4.370638370513916,0.00021544346900318823,0.5469285845756531,-2.4500153064727783,-37.569427490234375,2925
1123,69720,93.09,62,202.69275729,1460,10.416083335876465,0.00021544346900318823,0.540445864200592,-2.4379825592041016,-38.42695236206055,2985
1121,70360,92.85,62,202.55074272,1470,15.759647369384766,0.00021544346900318823,0.5370444059371948,-2.4347479343414307,-38.38916015625,3017
1117,71480,92.57,63,201.96512862,1480,18.2519474029541,0.00021544346900318823,0.531188428401947,-2.5728349685668945,-38.986793518066406,3073
1115,72100,91.63,64,199.18990222999997,1490,10.864279747009277,0.00021544346900318823,0.5279481410980225,-2.4672276973724365,-38.31333923339844,3104
1112,73200,90.47,65,196.48743291999995,1500,7.040932655334473,0.00021544346900318823,0.5222309827804565,-2.5502781867980957,-40.748626708984375,3159
1108,73940,90.08,66,195.59542335999998,1510,5.094820499420166,0.00021544346900318823,0.5184025764465332,-2.482998847961426,-40.53215789794922,3196
1106,75040,89.84,67,195.11919438000004,1520,14.851699829101562,0.00021544346900318823,0.5127537846565247,-2.486382484436035,-40.47429656982422,3251
1104,75660,89.61,68,194.53812698000002,1530,5.145815849304199,0.00021544346900318823,0.5096448063850403,-2.4903056621551514,-41.736083984375,3282
1101,76820,89.25,69,193.94335371999995,1540,10.89831829071045,0.00021544346900318823,0.5038000345230103,-2.615274429321289,-41.667076110839844,3340
1100,77400,88.46,70,191.5986734,1550,5.254261016845703,0.00021544346900318823,0.5009204745292664,-2.7263898849487305,-42.47962951660156,3369
1097,78580,88.17,71,190.90568443999996,1560,27.137718200683594,0.00021544346900318823,0.4950425624847412,-2.8239941596984863,-43.22721481323242,3428
1096,79180,87.93,72,189.94843841999997,1570,17.609243392944336,0.00021544346900318823,0.4920857548713684,-2.6237196922302246,-43.39133834838867,3458
1093,80240,87.79,73,189.53411691999997,1580,12.570083618164062,0.00021544346900318823,0.48698508739471436,-2.7590982913970947,-43.53607177734375,3511
1092,80940,87.9,74,189.89794455000003,1590,9.529938697814941,0.00021544346900318823,0.4836217164993286,-2.816293716430664,-44.9554557800293,3546
1089,81980,88.04,75,190.20523095000001,1600,1.7212586402893066,0.00021544346900318823,0.47870951890945435,-2.737004280090332,-45.866294860839844,3598
1088,82680,88.01,75,189.66999749,1610,5.268468856811523,0.00021544346900318823,0.4754582941532135,-2.8413100242614746,-45.80944061279297,3633
1084,83700,87.81,77,189.02814962,1620,14.715538024902344,0.00021544346900318823,0.4706621766090393,-2.7308971881866455,-45.22903823852539,3684
1083,84400,87.35,77,187.71244901000003,1630,38.67982482910156,0.00021544346900318823,0.4674651622772217,-2.7383909225463867,-44.93012237548828,3719
1081,85500,87.45,79,187.92738014999998,1640,14.801952362060547,0.00021544346900318823,0.46244698762893677,-2.731696128845215,-47.141517639160156,3774
1079,86260,87.56,79,188.63844274,1650,6.783476829528809,0.00021544346900318823,0.45898911356925964,-2.7624497413635254,-47.78192901611328,3812
1078,87200,87.42,80,187.93185133999995,1660,3.745845079421997,0.00021544346900318823,0.4547867774963379,-3.06422758102417,-47.134437561035156,3859
1076,87960,87.27,81,187.53160391999998,1670,18.688079833984375,0.00021544346900318823,0.451383501291275,-2.9093685150146484,-48.546634674072266,3897
1073,88980,87.34,82,187.45392004,1680,15.370580673217773,0.00021544346900318823,0.4468421936035156,-2.8528311252593994,-49.18095016479492,3948
1072,89740,87.53,83,188.04165395999996,1690,15.239236831665039,0.00021544346900318823,0.44348570704460144,-2.892106533050537,-48.34930419921875,3986
