time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/episodes,rollout/ep_len_mean,time/fps,train/n_updates,train/actor_loss,train/ent_coef_loss,train/ent_coef,train/critic_loss,train/learning_rate
41,13.117445,47440,2440,15.47,1135,1871,-11.17280101776123,-0.09246517717838287,0.9814680218696594,10.672958374023438,1e-05
41,12.095355,47520,2450,14.93,1135,1875,-11.235162734985352,-0.09328867495059967,0.9814291000366211,10.755887985229492,1e-05
42,12.39848,47740,2460,14.97,1135,1886,-11.538000106811523,-0.09357500821352005,0.9813222885131836,12.924230575561523,1e-05
42,11.936179,47880,2470,14.6,1135,1893,-11.435525894165039,-0.09388507902622223,0.9812542796134949,15.769478797912598,1e-05
42,11.614782,48040,2480,14.49,1136,1901,-11.408613204956055,-0.09478138387203217,0.9811766147613525,9.994044303894043,1e-05
42,12.631277,48180,2490,14.97,1136,1908,-11.456218719482422,-0.09479694068431854,0.9811086058616638,11.783226013183594,1e-05
42,13.372235,48340,2500,15.39,1136,1916,-11.329156875610352,-0.09518422186374664,0.9810308218002319,11.588431358337402,1e-05
42,13.701875,48480,2510,15.55,1136,1923,-11.776965141296387,-0.09552769362926483,0.9809627532958984,14.149736404418945,1e-05
42,13.9495735,48580,2520,15.65,1136,1928,-11.668680191040039,-0.09577544033527374,0.9809141159057617,12.44587516784668,1e-05
42,14.037124,48780,2530,15.62,1137,1938,-11.633310317993164,-0.09574856609106064,0.9808169603347778,11.548920631408691,1e-05
42,13.318098,48860,2540,15.1,1137,1942,-11.645753860473633,-0.09606326371431351,0.9807780385017395,12.612010955810547,1e-05
43,12.646401,49020,2550,14.62,1137,1950,-11.574435234069824,-0.09622976928949356,0.9807004332542419,12.250134468078613,1e-05
43,12.425307,49160,2560,14.56,1138,1957,-12.009178161621094,-0.09728328883647919,0.980632483959198,16.555877685546875,1e-05
43,12.441883,49280,2570,14.44,1138,1963,-12.202692031860352,-0.09753932058811188,0.9805741906166077,16.646263122558594,1e-05
43,13.178778,49440,2580,14.71,1138,1971,-12.127525329589844,-0.09769391268491745,0.9804964065551758,17.633922576904297,1e-05
43,11.774664,49560,2590,14.21,1138,1977,-11.737469673156738,-0.09693095088005066,0.9804380536079407,13.296820640563965,1e-05
43,11.191872,49720,2600,13.88,1139,1985,-12.35874080657959,-0.09753358364105225,0.9803603887557983,17.591415405273438,1e-05
43,11.609012,49880,2610,14.16,1139,1993,-12.238502502441406,-0.09840528666973114,0.9802828431129456,14.362174987792969,1e-05
